ID,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Number,Street,Side,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-2121382,4,2020-05-16 08:03:51,2020-05-16 08:18:51,37.76542,-122.40486,37.76542,-122.40486,0.0,At US-101 - Accident. Two lanes blocked.,,Central Fwy,R,San Francisco,San Francisco,CA,94103,US,US/Pacific,KSFO,2020-05-16 07:56:00,58.0,58.0,81.0,30.0,10.0,W,12.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2121421,2,2020-05-16 14:01:00,2020-05-16 14:33:43,37.773745,-122.408515,37.773745,-122.408515,0.0,At I-80/James Lick Skwy/Harrison St - Accident.,414.0, 8th St,R,San Francisco,San Francisco,CA,94103-4428,US,US/Pacific,KSFO,2020-05-16 13:56:00,72.0,72.0,44.0,29.94,10.0,W,17.0,0.0,Mostly Cloudy,False,False,True,False,False,False,False,False,True,False,False,True,False,Day,Day,Day,Day
A-2121441,2,2020-05-16 15:50:00,2020-05-16 16:22:41,37.72401,-122.401464,37.72401,-122.401464,0.0,At Paul Ave - Accident.,,James Lick Fwy S,R,San Francisco,San Francisco,CA,94134,US,US/Pacific,KSFO,2020-05-16 15:56:00,71.0,71.0,45.0,29.91,10.0,WSW,18.0,0.0,Mostly Cloudy,False,False,False,False,True,False,False,False,True,False,False,False,False,Day,Day,Day,Day
A-2121468,2,2020-05-16 17:45:00,2020-05-16 18:39:40,37.807153,-122.475694,37.807153,-122.475694,0.0,At Golden Gate Bridge/Toll Plaza - Accident.,,Golden Gate Brg S,R,San Francisco,San Francisco,CA,94129,US,US/Pacific,KSFO,2020-05-16 17:56:00,68.0,68.0,52.0,29.88,10.0,SW,10.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2121483,2,2020-05-16 19:33:00,2020-05-16 20:27:40,37.76181,-122.405846,37.76181,-122.405846,0.0,At Vermont St - Accident.,,James Lick Fwy N,R,San Francisco,San Francisco,CA,94107,US,US/Pacific,KOAK,2020-05-16 19:53:00,68.0,68.0,61.0,29.9,10.0,SW,13.0,0.0,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2121484,1,2020-05-16 19:39:16,2020-05-16 19:54:16,37.76199,-122.40596,37.76199,-122.40596,0.0,At Army St/Potrero Ave - Accident. Hard shoulder blocked.,,James Lick Fwy S,R,San Francisco,San Francisco,CA,94110,US,US/Pacific,KSFO,2020-05-16 19:56:00,66.0,66.0,63.0,29.88,10.0,SW,13.0,0.0,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2121486,1,2020-05-16 19:56:03,2020-05-16 20:31:01,37.76199,-122.40596,37.76199,-122.40596,0.0,At Army St/Potrero Ave - Accident. Hard shoulder blocked.,,James Lick Fwy S,R,San Francisco,San Francisco,CA,94110,US,US/Pacific,KSFO,2020-05-16 19:56:00,66.0,66.0,63.0,29.88,10.0,SW,13.0,0.0,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2121491,1,2020-05-16 20:33:38,2020-05-16 21:08:36,37.74293,-122.39699,37.74293,-122.39699,0.0,At US-101 (San Francisco) - Accident. Hard shoulder blocked.,,I-280 S,R,San Francisco,San Francisco,CA,94124,US,US/Pacific,KSFO,2020-05-16 20:56:00,66.0,66.0,63.0,29.86,10.0,SSW,10.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,True,False,False,False,False,Night,Day,Day,Day
A-2121493,2,2020-05-16 20:34:00,2020-05-16 22:08:37,37.766461,-122.40526,37.766461,-122.40526,0.0,At US-101 - Accident.,,Central Fwy,R,San Francisco,San Francisco,CA,94103,US,US/Pacific,KSFO,2020-05-16 20:56:00,66.0,66.0,63.0,29.86,10.0,SSW,10.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-2121494,1,2020-05-16 21:41:27,2020-05-16 21:56:27,37.7654,-122.40518,37.7654,-122.40518,0.0,At Vermont St - Accident. Two lanes blocked.,,James Lick Fwy S,R,San Francisco,San Francisco,CA,94103,US,US/Pacific,KSFO,2020-05-16 21:56:00,64.0,64.0,67.0,29.87,10.0,SW,7.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-2122559,2,2020-05-17 07:17:56,2020-05-17 07:32:56,37.80773,-122.36762,37.80773,-122.36762,0.0,At Treasure Island Rd - Accident. Center lane blocked.,,I-80 W,R,San Francisco,San Francisco,CA,94130,US,US/Pacific,KOAK,2020-05-17 07:28:00,62.0,62.0,90.0,29.84,1.0,WSW,12.0,0.04,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2122562,1,2020-05-17 07:11:57,2020-05-17 07:46:55,37.80773,-122.36762,37.80773,-122.36762,0.0,At Treasure Island Rd - Accident. Two lanes blocked.,,I-80 W,R,San Francisco,San Francisco,CA,94130,US,US/Pacific,KOAK,2020-05-17 07:02:00,63.0,63.0,90.0,29.83,3.0,WSW,10.0,0.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2122630,4,2020-05-17 13:31:12,2020-05-17 13:46:12,37.77957,-122.39807,37.77957,-122.39807,0.0,Ramp to 4th St Southbound and Bryant St Northbound - Accident. Center lane blocked.,597.0, Bryant St,L,San Francisco,San Francisco,CA,94107-1221,US,US/Pacific,KOAK,2020-05-17 13:53:00,74.0,74.0,46.0,29.84,10.0,WSW,21.0,0.0,Mostly Cloudy / Windy,True,False,True,False,False,False,True,False,True,False,False,True,False,Day,Day,Day,Day
A-2122636,2,2020-05-17 13:32:40,2020-05-17 13:47:40,37.77664,-122.40388,37.77848,-122.40061,0.2189999999999999,At 4th St/5th St - Accident. on the right.,,I-80 E,R,San Francisco,San Francisco,CA,94103,US,US/Pacific,KSFO,2020-05-17 13:56:00,70.0,70.0,53.0,29.83,10.0,SSW,24.0,0.0,Partly Cloudy / Windy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2122651,2,2020-05-17 14:49:00,2020-05-17 16:42:37,37.808253,-122.366974,37.808253,-122.366974,0.0,At Treasure Island Rd - Accident.,,I-80 E,R,San Francisco,San Francisco,CA,94130,US,US/Pacific,KOAK,2020-05-17 14:53:00,70.0,70.0,61.0,29.84,10.0,WSW,21.0,0.0,Mostly Cloudy / Windy,False,False,False,False,True,False,False,False,False,True,False,False,False,Day,Day,Day,Day
A-2124763,1,2020-05-18 10:10:57,2020-05-18 10:45:55,37.73679,-122.40319,37.73679,-122.40319,0.0,Ramp to I-280/John F Foran Fwy Northbound - Accident. Left lane blocked.,,John F Foran Fwy,R,San Francisco,San Francisco,CA,94124,US,US/Pacific,KSFO,2020-05-18 09:56:00,61.0,61.0,64.0,29.91,10.0,WSW,13.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2124824,2,2020-05-18 14:32:00,2020-05-18 15:46:35,37.813098,-122.36171000000002,37.813098,-122.36171000000002,0.0,At Bay Bridge (Oakland) - Accident.,,I-80 E,R,San Francisco,San Francisco,CA,94130,US,US/Pacific,KOAK,2020-05-18 14:53:00,68.0,68.0,47.0,29.97,10.0,W,15.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2124828,1,2020-05-18 14:44:40,2020-05-18 14:59:40,37.81053,-122.36464,37.81053,-122.36464,0.0,At Hillcrest Rd - Accident. Hard shoulder blocked.,,I-80 W,R,San Francisco,San Francisco,CA,94130,US,US/Pacific,KOAK,2020-05-18 14:53:00,68.0,68.0,47.0,29.97,10.0,W,15.0,0.0,Partly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2124838,2,2020-05-18 15:38:00,2020-05-18 16:30:36,37.77548400000001,-122.437849,37.77548400000001,-122.437849,0.0,At Fell St/Hayes St - Accident.,650.0, Divisadero St,L,San Francisco,San Francisco,CA,94117-1502,US,US/Pacific,KSFO,2020-05-18 15:56:00,62.0,62.0,53.0,29.96,10.0,W,17.0,0.0,Mostly Cloudy,True,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2124889,3,2020-05-18 19:18:28,2020-05-18 19:52:15,37.76095,-122.40623,37.76197,-122.40578,0.075,At Vermont St - Accident. Two lanes blocked.,,James Lick Fwy S,R,San Francisco,San Francisco,CA,94110,US,US/Pacific,KSFO,2020-05-18 18:56:00,61.0,61.0,62.0,29.95,10.0,W,16.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2124891,3,2020-05-18 19:29:56,2020-05-18 20:04:54,37.76197,-122.40578,37.76197,-122.40578,0.0,At Vermont St - Accident. Two lanes blocked.,,James Lick Fwy N,R,San Francisco,San Francisco,CA,94107,US,US/Pacific,KOAK,2020-05-18 19:53:00,62.0,62.0,60.0,29.98,10.0,W,15.0,0.0,Partly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2127075,3,2020-05-18 22:27:16,2020-05-18 22:52:34,37.75691,-122.40345,37.76197,-122.40578,0.3720000000000001,At Vermont St - Accident. Hard shoulder blocked.,,James Lick Fwy N,R,San Francisco,San Francisco,CA,94110,US,US/Pacific,KSFO,2020-05-18 22:56:00,56.0,56.0,77.0,29.98,10.0,W,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-2127079,3,2020-05-18 22:45:01,2020-05-18 23:15:01,37.76041,-122.40628999999998,37.76041,-122.40628999999998,0.0,At Vermont St - Accident. Hard shoulder blocked.,,James Lick Fwy N,R,San Francisco,San Francisco,CA,94107,US,US/Pacific,KOAK,2020-05-18 22:53:00,60.0,60.0,69.0,30.0,10.0,W,9.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-2127084,3,2020-05-18 23:06:57,2020-05-18 23:36:57,37.76041,-122.40628999999998,37.76041,-122.40628999999998,0.0,At Vermont St - Accident. Hard shoulder blocked.,,James Lick Fwy N,R,San Francisco,San Francisco,CA,94107,US,US/Pacific,KOAK,2020-05-18 22:53:00,60.0,60.0,69.0,30.0,10.0,W,9.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-2127086,3,2020-05-18 22:43:28,2020-05-18 23:41:16,37.75691,-122.40345,37.76197,-122.40578,0.3720000000000001,At Vermont St - Accident. Hard shoulder blocked.,,James Lick Fwy N,R,San Francisco,San Francisco,CA,94110,US,US/Pacific,KSFO,2020-05-18 22:56:00,56.0,56.0,77.0,29.98,10.0,W,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-2127087,2,2020-05-18 22:20:00,2020-05-18 23:45:36,37.76181,-122.405846,37.76181,-122.405846,0.0,At Vermont St - Accident.,,James Lick Fwy N,R,San Francisco,San Francisco,CA,94107,US,US/Pacific,KOAK,2020-05-18 21:53:00,60.0,60.0,69.0,29.99,10.0,W,13.0,0.0,Partly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-2127166,2,2020-05-19 14:30:00,2020-05-19 16:01:32,37.808253,-122.366974,37.808253,-122.366974,0.0,At Treasure Island Rd - Accident.,,I-80 E,R,San Francisco,San Francisco,CA,94130,US,US/Pacific,KOAK,2020-05-19 14:53:00,67.0,67.0,54.0,30.06,10.0,WSW,18.0,0.0,Partly Cloudy,False,False,False,False,True,False,False,False,False,True,False,False,False,Day,Day,Day,Day
A-2127171,3,2020-05-19 15:00:09,2020-05-19 15:15:09,37.81053,-122.36464,37.81053,-122.36464,0.0,At Hillcrest Rd - Accident. Left lane blocked.,,I-80 W,R,San Francisco,San Francisco,CA,94130,US,US/Pacific,KOAK,2020-05-19 14:53:00,67.0,67.0,54.0,30.06,10.0,WSW,18.0,0.0,Partly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2127191,2,2020-05-19 15:27:00,2020-05-19 16:03:36,37.772948,-122.40655,37.772948,-122.40655,0.0,At 7th St/Bryant St - Accident.,,I-80 E,R,San Francisco,San Francisco,CA,94103,US,US/Pacific,KSFO,2020-05-19 15:21:00,64.0,64.0,58.0,30.05,10.0,W,21.0,0.0,Mostly Cloudy / Windy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2127200,1,2020-05-19 16:08:01,2020-05-19 16:23:01,37.81053,-122.36464,37.81053,-122.36464,0.0,At Hillcrest Rd - Accident. Left lane blocked.,,I-80 W,R,San Francisco,San Francisco,CA,94130,US,US/Pacific,KOAK,2020-05-19 15:53:00,67.0,67.0,57.0,30.06,10.0,W,20.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2127201,2,2020-05-19 15:59:00,2020-05-19 16:29:36,37.76181,-122.405846,37.76181,-122.405846,0.0,At Vermont St - Accident.,,James Lick Fwy N,R,San Francisco,San Francisco,CA,94107,US,US/Pacific,KOAK,2020-05-19 15:53:00,67.0,67.0,57.0,30.06,10.0,W,20.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2129270,2,2020-05-20 07:19:16,2020-05-20 07:34:16,37.80773,-122.36762,37.80773,-122.36762,0.0,At Treasure Island Rd - Accident. Hard shoulder blocked.,,I-80 W,R,San Francisco,San Francisco,CA,94130,US,US/Pacific,KOAK,2020-05-20 06:53:00,58.0,58.0,72.0,30.11,10.0,W,7.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2129287,2,2020-05-20 09:23:00,2020-05-20 11:23:36,37.75311,-122.4028,37.7545,-122.40294,0.096,At Vermont St - Accident. Obstruction on roadway {something that does block the road or part of it}.,,James Lick Fwy N,R,San Francisco,San Francisco,CA,94107,US,US/Pacific,KOAK,2020-05-20 09:53:00,61.0,61.0,67.0,30.14,10.0,VAR,6.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2129289,1,2020-05-20 09:30:52,2020-05-20 09:45:52,37.74491,-122.40505,37.74491,-122.40505,0.0,At Army St/Potrero Ave - Accident. Center lane blocked.,,James Lick Fwy S,R,San Francisco,San Francisco,CA,94124,US,US/Pacific,KSFO,2020-05-20 09:56:00,58.0,58.0,70.0,30.13,10.0,SW,6.0,0.0,Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2129342,2,2020-05-20 15:09:00,2020-05-20 17:23:31,37.813098,-122.36171000000002,37.813098,-122.36171000000002,0.0,At Bay Bridge (Oakland) - Accident.,,I-80 E,R,San Francisco,San Francisco,CA,94130,US,US/Pacific,KOAK,2020-05-20 14:53:00,68.0,68.0,55.0,30.13,10.0,W,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2129352,2,2020-05-20 15:34:00,2020-05-20 16:05:36,37.72095,-122.40028999999998,37.72049000000001,-122.40014,0.033,At 3rd St/Exit 429B/Exit 429C - Accident. Obstruction on roadway {something that does block the road or part of it}.,,James Lick Fwy S,R,San Francisco,San Francisco,CA,94134,US,US/Pacific,KSFO,2020-05-20 15:56:00,65.0,65.0,56.0,30.11,10.0,W,21.0,0.0,Fair / Windy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2131385,2,2020-05-20 23:04:00,2020-05-21 02:56:24,37.76181,-122.405846,37.76181,-122.405846,0.0,At Vermont St - Accident.,,James Lick Fwy N,R,San Francisco,San Francisco,CA,94107,US,US/Pacific,KOAK,2020-05-20 22:53:00,59.0,59.0,75.0,30.1,10.0,W,8.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-2131388,2,2020-05-21 00:19:23,2020-05-21 02:00:37,37.76095,-122.40623,37.76197,-122.40578,0.075,At Vermont St - Accident. Right lane blocked.,,James Lick Fwy S,R,San Francisco,San Francisco,CA,94110,US,US/Pacific,KSFO,2020-05-21 00:56:00,55.0,55.0,80.0,30.08,10.0,W,12.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-2131407,2,2020-05-21 00:13:39,2020-05-21 01:54:53,37.76095,-122.40623,37.76197,-122.40578,0.075,At Vermont St - Accident. Right lane blocked.,,James Lick Fwy S,R,San Francisco,San Francisco,CA,94110,US,US/Pacific,KSFO,2020-05-21 00:56:00,55.0,55.0,80.0,30.08,10.0,W,12.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-2131431,2,2020-05-21 08:15:15,2020-05-21 08:30:15,37.81053,-122.36464,37.81053,-122.36464,0.0,At Hillcrest Rd - Accident. Hard shoulder blocked.,,I-80 W,R,San Francisco,San Francisco,CA,94130,US,US/Pacific,KOAK,2020-05-21 08:19:00,60.0,60.0,78.0,30.07,10.0,S,5.0,0.0,Partly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2131453,1,2020-05-21 11:13:12,2020-05-21 11:28:12,37.80773,-122.36762,37.80773,-122.36762,0.0,At Treasure Island Rd - Accident. Left lane blocked.,,I-80 W,R,San Francisco,San Francisco,CA,94130,US,US/Pacific,KOAK,2020-05-21 10:53:00,64.0,64.0,67.0,30.06,10.0,WSW,6.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2131462,2,2020-05-21 11:53:00,2020-05-21 13:10:36,37.73313,-122.412227,37.73313,-122.412227,0.0,At US-101 (San Francisco) - Accident.,,I-280 N,R,San Francisco,San Francisco,CA,94134,US,US/Pacific,KSFO,2020-05-21 11:56:00,65.0,65.0,68.0,30.02,10.0,N,8.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2131474,2,2020-05-21 14:52:00,2020-05-21 18:00:36,37.761351,-122.392638,37.761351,-122.392638,0.0,At 25th St - Accident.,,I-280 S,R,San Francisco,San Francisco,CA,94107,US,US/Pacific,KOAK,2020-05-21 14:53:00,73.0,73.0,46.0,30.01,10.0,W,16.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2131480,2,2020-05-21 15:04:30,2020-05-21 16:45:32,37.76163,-122.39267,37.76094000000001,-122.3926,0.048,At 25th St - Accident.,,I-280 S,R,San Francisco,San Francisco,CA,94107,US,US/Pacific,KOAK,2020-05-21 14:53:00,73.0,73.0,46.0,30.01,10.0,W,16.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2131503,2,2020-05-21 17:03:00,2020-05-21 18:18:36,37.732277,-122.414904,37.732277,-122.414904,0.0,At Alemany Blvd - Accident.,,I-280 S,R,San Francisco,San Francisco,CA,94110,US,US/Pacific,KSFO,2020-05-21 16:56:00,65.0,65.0,58.0,29.97,10.0,W,26.0,0.0,Fair / Windy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2131511,2,2020-05-21 17:26:06,2020-05-21 17:41:06,37.73347,-122.41216,37.73222,-122.41524,0.1889999999999999,At Alemany Blvd - Accident. on the right.,,I-280 S,R,San Francisco,San Francisco,CA,94134,US,US/Pacific,KSFO,2020-05-21 16:56:00,65.0,65.0,58.0,29.97,10.0,W,26.0,0.0,Fair / Windy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2134170,2,2020-05-22 12:24:00,2020-05-22 12:56:37,37.73506,-122.4068,37.73466,-122.40657,0.03,At Bacon St - Accident.,2205.0, San Bruno Ave,R,San Francisco,San Francisco,CA,94134-1544,US,US/Pacific,KSFO,2020-05-22 11:56:00,65.0,65.0,48.0,29.94,10.0,WNW,14.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2134174,3,2020-05-22 12:37:04,2020-05-22 13:17:08,37.73506,-122.4068,37.73377,-122.40603,0.099,At Bacon St - Accident. Center lane blocked.,2205.0, San Bruno Ave,R,San Francisco,San Francisco,CA,94134-1544,US,US/Pacific,KSFO,2020-05-22 12:56:00,66.0,66.0,45.0,29.94,10.0,WNW,14.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2134181,3,2020-05-22 13:03:13,2020-05-22 13:18:13,37.73467,-122.40657,37.73467,-122.40657,0.0,At Bacon St - Accident. Center lane blocked.,,James Lick Fwy S,R,San Francisco,San Francisco,CA,94134,US,US/Pacific,KSFO,2020-05-22 12:56:00,66.0,66.0,45.0,29.94,10.0,WNW,14.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2134182,3,2020-05-22 13:03:13,2020-05-22 13:38:11,37.73467,-122.40657,37.73467,-122.40657,0.0,At Bacon St - Accident. Center lane blocked.,,James Lick Fwy S,R,San Francisco,San Francisco,CA,94134,US,US/Pacific,KSFO,2020-05-22 12:56:00,66.0,66.0,45.0,29.94,10.0,WNW,14.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2134280,2,2020-05-22 18:20:00,2020-05-22 18:54:36,37.771852,-122.423304,37.771852,-122.423304,0.0,At Market St - Accident.,,Octavia Blvd,R,San Francisco,San Francisco,CA,94103,US,US/Pacific,KSFO,2020-05-22 17:56:00,62.0,62.0,53.0,29.9,10.0,W,26.0,0.0,Mostly Cloudy / Windy,False,False,True,False,False,False,True,False,False,False,False,True,False,Day,Day,Day,Day
A-2134309,2,2020-05-22 20:42:00,2020-05-22 22:14:33,37.716904,-122.472407,37.716904,-122.472407,0.0,At Junipero Serra Blvd - Accident.,,Junipero Serra Blvd,R,San Francisco,San Francisco,CA,94132,US,US/Pacific,KSFO,2020-05-22 20:56:00,56.0,56.0,69.0,29.91,10.0,W,21.0,0.0,Fair / Windy,False,False,True,False,False,False,True,False,True,False,False,False,False,Night,Day,Day,Day
A-2135545,2,2020-05-23 01:16:00,2020-05-23 02:11:35,37.76181,-122.405846,37.76181,-122.405846,0.0,At Vermont St - Accident.,,James Lick Fwy N,R,San Francisco,San Francisco,CA,94107,US,US/Pacific,KOAK,2020-05-23 00:53:00,55.0,55.0,80.0,29.94,10.0,ENE,6.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-2135643,2,2020-05-23 13:57:00,2020-05-23 14:27:36,37.773745,-122.408515,37.773745,-122.408515,0.0,At I-80/James Lick Skwy/Harrison St - Accident.,414.0, 8th St,R,San Francisco,San Francisco,CA,94103-4428,US,US/Pacific,KSFO,2020-05-23 13:56:00,73.0,73.0,37.0,29.95,10.0,WNW,18.0,0.0,Fair,False,False,True,False,False,False,False,False,True,False,False,True,False,Day,Day,Day,Day
A-2137846,2,2020-06-21 20:11:00,2020-06-22 00:03:33,37.732277,-122.414904,37.732277,-122.414904,0.0,At Alemany Blvd - Accident.,,I-280 S,R,San Francisco,San Francisco,CA,94110,US,US/Pacific,KSFO,2020-06-21 19:56:00,61.0,61.0,72.0,29.92,10.0,W,13.0,0.0,Partly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2137902,1,2020-06-22 03:50:05,2020-06-22 04:20:05,37.74496,-122.40522,37.74496,-122.40522,0.0,At I-280/Alemany Blvd - Accident. Hard shoulder blocked.,,James Lick Fwy S,R,San Francisco,San Francisco,CA,94124,US,US/Pacific,KSFO,2020-06-22 03:56:00,56.0,56.0,87.0,29.92,10.0,NW,6.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-2138091,2,2020-06-22 20:10:00,2020-06-22 22:12:44,37.813756,-122.36146399999998,37.813756,-122.36146399999998,0.0,At Hillcrest Rd - Accident.,,I-80 W,R,San Francisco,San Francisco,CA,94130,US,US/Pacific,KOAK,2020-06-22 19:53:00,62.0,62.0,78.0,29.92,10.0,NW,16.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2138099,2,2020-06-22 20:10:00,2020-06-22 22:12:44,37.81393,-122.36117,37.81342,-122.36182,0.05,At SFOBB Pier 1 (W-1) - Accident. Bridge maintenance work. Lane closed.,,I-80 W,R,San Francisco,San Francisco,CA,94130,US,US/Pacific,KOAK,2020-06-22 19:53:00,62.0,62.0,78.0,29.92,10.0,NW,16.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2138104,2,2020-06-22 21:38:00,2020-06-22 22:21:44,37.632444,-122.402677,37.632444,-122.402677,0.0,At I-380/Access Rd - Accident.,,Bayshore Fwy N,R,San Francisco,San Mateo,CA,94128,US,US/Pacific,KSFO,2020-06-22 21:56:00,61.0,61.0,78.0,29.92,10.0,WNW,6.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-2140499,2,2020-06-23 02:20:00,2020-06-23 02:52:44,37.719157,-122.448254,37.719157,-122.448254,0.0,At Geneva Ave - Accident.,,I-280 N,R,San Francisco,San Francisco,CA,94112,US,US/Pacific,KSFO,2020-06-23 01:56:00,60.0,60.0,78.0,29.92,10.0,WNW,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-2140500,1,2020-06-23 03:22:37,2020-06-23 03:52:37,37.71951,-122.44822,37.71951,-122.44822,0.0,At Geneva Ave - Accident. Right lane blocked.,,John F Foran Fwy,R,San Francisco,San Francisco,CA,94112,US,US/Pacific,KSFO,2020-06-23 03:14:00,59.0,59.0,83.0,29.9,10.0,WNW,7.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-2140587,3,2020-06-23 14:33:01,2020-06-23 14:48:01,37.77129,-122.40853,37.77129,-122.40853,0.0,Ramp to 9th St NB and Bryant St NB - Accident. Right lane blocked.,1100.0, Bryant St,R,San Francisco,San Francisco,CA,94103-4305,US,US/Pacific,KSFO,2020-06-23 14:56:00,70.0,70.0,61.0,29.86,10.0,NNW,17.0,0.0,Fair,True,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-2140666,2,2020-06-23 17:25:30,2020-06-23 17:57:45,37.76967,-122.41598,37.76969,-122.41621,0.013,At Van Ness Ave/Duboce Ave/Exit 434A - Accident.,,Central Fwy,R,San Francisco,San Francisco,CA,94103,US,US/Pacific,KSFO,2020-06-23 16:56:00,70.0,70.0,61.0,29.84,10.0,NW,16.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
